12/14/2021 22:40:04,48.00,68.00
12/14/2021 22:40:31,49.00,69.80
12/14/2021 22:41:06,48.00,68.00
12/14/2021 22:41:31,48.00,68.00
12/14/2021 22:42:01,48.00,68.00
12/14/2021 22:42:36,48.00,68.00
12/14/2021 22:43:03,49.00,68.00
12/14/2021 22:43:31,49.00,68.00
12/14/2021 22:44:06,49.00,68.00
12/14/2021 22:44:36,49.00,68.00
12/14/2021 22:45:01,49.00,68.00
12/14/2021 22:45:31,49.00,68.00
12/14/2021 22:46:08,49.00,68.00
12/14/2021 22:46:38,49.00,68.00
12/14/2021 22:47:06,49.00,68.00
12/14/2021 22:47:31,49.00,68.00
12/14/2021 22:48:08,49.00,68.00
12/14/2021 22:48:31,49.00,68.00
12/14/2021 22:49:01,49.00,68.00
12/14/2021 22:49:31,49.00,68.00
12/14/2021 22:50:08,49.00,68.00
12/14/2021 22:50:36,49.00,68.00
12/14/2021 22:51:03,49.00,68.00
12/14/2021 22:51:31,49.00,68.00
12/14/2021 22:52:06,49.00,68.00
12/14/2021 22:52:31,49.00,68.00
12/14/2021 22:53:06,49.00,68.00
12/14/2021 22:53:31,49.00,68.00
12/14/2021 22:54:03,50.00,68.00
12/14/2021 22:54:33,50.00,68.00
12/14/2021 22:55:03,50.00,68.00
12/14/2021 22:55:31,50.00,68.00
12/14/2021 22:56:01,50.00,68.00
12/14/2021 22:56:31,50.00,68.00
12/14/2021 22:57:06,50.00,68.00
12/14/2021 22:57:33,50.00,68.00
12/14/2021 22:58:01,50.00,68.00
12/14/2021 22:58:31,50.00,68.00
12/14/2021 22:59:03,50.00,68.00
12/14/2021 22:59:36,50.00,68.00
12/14/2021 23:00:03,50.00,68.00
12/14/2021 23:00:41,50.00,68.00
12/14/2021 23:01:01,50.00,68.00
12/14/2021 23:01:36,50.00,68.00
12/14/2021 23:02:06,50.00,68.00
12/14/2021 23:02:31,50.00,68.00
12/14/2021 23:03:01,50.00,68.00
12/14/2021 23:03:33,50.00,68.00
12/14/2021 23:04:01,50.00,68.00
12/14/2021 23:04:31,50.00,68.00
12/14/2021 23:05:01,50.00,68.00
12/14/2021 23:05:31,50.00,68.00
12/14/2021 23:06:01,50.00,68.00
12/14/2021 23:06:31,50.00,68.00
12/14/2021 23:07:01,50.00,68.00
